login_frequency,session_duration,transaction_amount,device_changes,failed_logins,Class
2,1.9019668773673084,158.68815040063683,1,0,1
0,4.291725387561288,67.39108467830562,0,0,0
2,3.9998366694141425,4.389687726382274,0,1,0
1,13.833845414573062,26.82772869995429,0,0,0
1,0.7772622334992156,60.20621988736675,0,0,0
3,19.693375907180616,156.96338288089473,0,0,1
1,16.940821156069347,8.964790565791057,0,0,0
4,14.523984364504297,6.833001624591358,0,0,0
2,3.701544752254043,31.96582546176386,0,0,0
0,17.309378910391292,172.25572953742088,0,0,0
4,2.018739616724545,177.68110429365052,0,0,1
5,1.3285642715643362,12.933014800233414,0,0,0
2,0.4599821545194372,19.235143243905334,0,0,0
0,28.019823204601522,119.31572162174663,0,0,0
0,3.6818507161747878,66.37137420434522,0,0,1
1,24.963868580632933,179.34580670352315,0,0,0
1,3.1829739042945535,111.81569884685456,0,0,1
2,23.812599627283614,12.109696288676943,1,0,0
2,23.426683276113614,71.29894584941681,0,0,0
5,25.727684320463165,2.489207557448733,0,0,0
1,6.854835002871479,85.14151078091,0,0,0
2,20.095147145636453,46.00951155799748,0,0,0
4,30.111687282824988,156.29314435395284,0,0,0
1,3.9247525558748104,160.98437704737697,2,0,1
2,5.427883762703497,2.6075836093853906,0,1,1
1,12.702557343652735,8.748719803436453,0,0,0
4,3.5718910713126215,33.102492425914406,1,0,0
5,14.01648876314847,105.80258963041828,0,0,0
2,0.7676457726703481,84.2202355895789,0,0,0
1,7.412841651035812,166.7284019479957,0,0,1
3,1.3046579247774646,48.12774482428502,0,0,0
2,3.4718225164280176,14.823597495058966,0,0,0
5,2.9924923822682197,1.2713593908754832,0,1,0
5,18.259290996363838,12.611016327607288,0,0,0
5,2.150727770657184,56.23855296252089,1,1,1
1,16.5259554994151,130.37054640612178,0,0,0
0,15.796866331248436,19.349614356237446,0,0,0
1,6.909157830945009,104.25460592380664,1,1,1
2,2.663685030157275,25.117932526633062,0,0,0
1,2.5734213842324967,18.42806895322737,0,0,0
0,6.253476954916353,35.5496988532289,0,0,1
2,0.08848036070799278,29.194328326000875,0,0,0
2,7.57900667972025,122.55417879945185,0,0,0
1,30.529277043225832,31.57974450823118,0,0,0
0,1.680718264060749,16.240502359655018,0,0,0
3,8.51781011484767,92.43731362559568,1,0,1
3,32.643620300431934,334.2110565806935,0,0,0
1,19.69849396348828,52.2305604155482,0,0,0
0,18.99657310384326,14.414871016063238,0,0,0
0,17.25128996226967,13.643947532874165,0,0,0
4,3.6964961796325415,2.9719345020154404,0,0,0
1,22.128982515326125,4.022178986779896,0,0,0
3,28.3600320306022,123.24525810315359,0,0,0
4,6.847672371675619,5.073244952281898,0,0,0
1,4.378401402208785,33.11575541274577,0,0,0
1,5.348263774059747,59.88657934745729,0,0,0
0,4.067756292128394,94.97440024621048,0,0,1
0,2.3878834796178032,9.393100857122008,0,0,0
0,9.635093659579507,28.792984861276196,0,0,0
3,8.269000519841104,14.482880795253534,0,0,0
2,6.209848032075844,14.773824505591076,0,0,0
2,1.007549007860554,18.108738262426723,0,0,0
1,15.94022171438864,44.22945582313413,0,0,0
2,1.9229136589077898,0.8358207834785951,1,0,0
2,1.2167289016095897,26.277194256037767,0,0,0
0,9.75699487407245,10.34076277526692,1,0,0
1,5.08568774430234,170.74226741425454,0,0,1
3,0.6167167484704189,43.700988490765596,0,0,0
4,4.3938652112755054,101.28384333904296,1,0,0
3,14.774467465968229,10.888524776416949,2,1,1
0,9.551594405527352,83.04069191277348,1,0,0
0,4.506497661381578,26.788581992837884,0,0,1
0,2.129516551286477,9.78217640648195,0,0,0
1,9.99117116730729,71.61591025571103,0,1,1
2,21.852937421624393,71.77656175167226,0,0,0
2,10.392290526266024,274.69115506475856,0,0,0
5,16.761326479999642,75.91985571922625,1,0,1
1,7.3715724857859355,7.8483214790387725,0,0,1
3,12.657457549273772,19.470588397255874,0,0,1
4,22.655472777292474,30.049089502314818,1,0,0
2,14.835940229699478,6.771104984819512,1,0,1
3,24.063241838512077,77.56764314730297,0,0,0
2,5.6412022138357685,37.40113764700453,1,0,0
1,23.45704047748989,144.52320029372208,0,0,1
4,9.717168559170005,44.49560445279247,1,0,0
1,20.405960226083884,37.00136229901864,0,0,0
3,0.4017275785940507,3.705214535179154,1,0,0
1,10.725130032139887,8.087485091731706,1,0,0
1,18.837108168243052,94.69827386708242,0,1,0
3,1.91405128167231,233.75805898135079,0,0,1
0,10.840792077374468,26.822484692722426,1,0,0
1,17.427105626303693,83.05921908631787,0,0,0
1,3.3960626003184124,49.387425642798604,0,0,0
0,5.196079556380411,159.78149788097258,0,0,1
1,8.428491139154154,13.59944192616305,0,0,0
2,7.322366952000171,39.35484603997209,1,0,1
0,0.39977968557416727,26.279691810217155,1,0,0
3,1.0388615648788573,39.01330736064025,0,0,0
4,1.0587907153397804,15.657384887263511,0,0,0
4,3.0417453586930914,34.4324817564306,0,0,0
1,2.8218270546475437,49.01535569747141,0,1,0
1,13.556580184173336,4.235204804136418,1,0,0
0,8.503728172626861,67.93148015641663,0,0,0
0,14.438221428417195,61.29779409111191,0,0,0
4,0.7245893285534377,106.20420854839469,0,0,0
2,6.64004459958849,27.7438002073001,1,1,1
1,3.91230274698047,3.1826327544244695,1,0,0
1,18.967154717506617,30.944780059354045,0,0,0
3,12.302796719005944,7.4023357195901,1,0,0
4,20.345329645740495,52.12768922427772,0,0,0
4,0.4753942519598541,2.4139197741619696,0,0,0
3,12.759110433187201,23.419958352409495,0,0,0
2,7.765469465324822,4.323825011494406,0,0,0
2,17.429694708618698,0.1686056630053531,0,0,0
0,7.0757190024802,161.645218191707,0,0,0
4,7.769834100013016,277.690787104995,0,0,1
2,0.5315542807446171,40.540593208339416,1,0,1
5,11.04196446202539,13.65319534814711,1,1,1
2,3.190212210674442,121.01161509863432,0,0,1
0,0.1989043177327689,128.22126284078314,0,0,0
3,0.6874700439977321,96.3820150970094,0,0,1
5,31.532193889714748,39.303708423579245,1,0,0
1,4.247661142944182,3.881980253814161,1,0,1
0,20.255264646906454,4.6298342477074295,1,0,1
8,32.108390580990395,113.46708528750322,0,0,0
1,28.69402555501439,104.30391479755276,1,0,0
2,21.347448925498128,28.493165043530695,0,0,0
3,22.523094846556788,19.886352671999717,0,0,0
4,3.41094163365196,51.658634951000835,1,0,0
3,1.6424970909227612,82.2501323877461,0,0,0
0,10.196049040770081,65.7796699788246,0,0,1
0,6.6963690933060604,47.80396225636221,0,0,0
3,1.0396894955207046,13.166454376894846,0,0,0
1,11.317802626507124,15.224789656156537,0,0,0
2,8.275017861822384,64.37994704886056,0,0,0
3,19.882664509327988,81.13118633504841,0,0,0
5,9.395178952115158,6.172557787679852,0,0,0
2,8.531896020114964,10.369480426884618,0,0,0
3,5.811617601233565,57.04524666843492,0,0,0
2,6.213607451678985,24.631818414308864,0,0,0
0,30.87435958128012,41.42462426884988,0,0,0
0,1.4901755451963905,47.70157088565223,1,0,1
1,5.9098564964998825,74.85089879645574,0,0,1
1,10.666115207256347,81.92195831633448,0,0,1
3,5.67414750722353,16.431887494072157,0,1,1
1,3.329802186761927,38.96758731061552,0,0,1
0,3.387752054874846,6.592294329946405,1,0,1
1,2.6612418425023323,92.2628127489377,0,0,0
1,4.214469408372132,93.3612135344182,1,0,0
0,20.53187421724262,17.798453870303877,0,0,0
1,7.036512563539979,8.754600101134926,0,0,0
2,2.74751010938357,3.6334691970744135,0,0,0
0,4.853637413290384,42.78053403988408,0,0,0
2,1.1185982613701286,4.794062663780584,0,0,0
2,23.437794457762216,57.064745125340764,1,0,1
3,5.245828757774383,56.67981801505273,0,0,0
1,39.317770681504655,47.59426430190612,0,0,0
2,4.270035641754332,104.60020682897444,0,0,1
2,18.10062230915198,23.763328129103325,0,0,0
3,2.9623227251151367,116.27712169707092,0,0,0
1,0.7920869005534115,1.8812185792362182,0,0,0
2,0.322477768194003,5.981818170969058,2,0,1
1,9.31831939873177,26.568899416314057,0,0,0
0,3.7334696969566634,45.069246208995075,0,0,0
1,5.86123833030137,1.6455660698827448,0,0,0
1,17.073100670995093,41.901072646454416,0,0,0
5,2.8516269633971447,18.36501081481707,0,0,0
3,3.6911265361565166,109.08337445583527,0,0,0
0,18.665014534732855,38.10178055384483,0,1,0
1,6.787754964161606,44.32372292272711,0,0,0
2,17.58315991356589,145.58960725649212,1,0,1
3,4.69165586048158,72.23242129425334,0,0,0
1,5.0811260870030575,28.836989301806355,1,0,0
1,1.828877511856596,32.39718298382556,0,0,0
1,24.810642842776783,52.19539221340103,0,0,0
1,22.70928434662169,11.169630156909108,0,0,0
3,41.48822790379792,4.64145922816796,0,1,0
4,5.149125089989556,18.642867056611564,0,0,0
1,17.071331138151344,75.340185024012,0,0,0
3,5.360643437190497,14.874756420222335,0,0,0
2,6.056836854795543,7.006754618663404,0,0,0
2,17.719532748489698,12.360453242603546,0,0,0
0,1.952448287748365,56.811488656869216,0,0,0
2,2.4886007269944814,47.589167520964104,0,0,0
1,3.7793979004701677,58.2881103944079,0,0,0
1,15.520138540199566,19.427311349552056,1,0,1
1,4.6625315008232775,115.55916102561999,0,0,1
0,4.434290162897724,30.053051192150754,0,0,0
3,67.39148385755028,36.047818002695756,1,0,0
4,4.841936621965591,148.60857701816937,0,1,0
4,2.847138636991826,193.8262007172807,0,0,1
2,9.760770378967422,54.16787079577979,0,1,1
0,16.18882128757591,144.85156751007062,0,0,0
3,0.7214909754997214,38.99055486045755,1,1,1
2,9.64673085947926,18.35668270133922,0,0,0
1,0.3638959865803184,18.92360030320063,0,0,0
2,7.472493656204295,40.92878478943544,0,0,0
3,2.9704788003248375,46.44804814795206,0,0,0
2,3.662083826319678,28.956746261272176,0,0,0
2,6.294139160214277,107.60985279980335,0,1,1
4,26.187689873939664,27.816968450571995,0,0,0
0,12.40178064701593,15.970585222514554,0,0,0
3,27.621726984047037,0.4006952032633731,1,0,0
5,10.787243842983514,176.28580948021045,0,0,1
1,0.07133127458534938,86.95264439579489,1,0,0
1,3.086812837619914,47.798323435843535,0,0,0
3,23.620440327608417,88.75758344022937,0,0,1
1,10.312682344432547,83.11273155610304,1,0,0
1,39.97975120194592,134.30277847799695,0,1,0
2,1.695601540369226,24.39352951985522,0,0,0
2,3.520397503606355,40.467450583637515,0,1,1
3,4.499934305795304,5.191862915748681,0,0,0
1,3.9535313413278717,168.07301180421024,0,0,1
3,2.903409777427316,210.41062243279475,0,1,1
2,5.860265032581054,77.81482522670338,0,0,0
2,10.280553863495216,30.26789543238285,0,0,0
6,3.7288696994367134,34.31520747121179,0,0,0
3,0.8305549181043124,28.57895988645298,0,0,0
3,12.328268639567616,17.358204118552273,0,0,0
2,6.14366602787403,37.51672268127351,0,0,0
4,8.130175819518099,2.746313731189572,0,1,0
0,6.077049054341995,240.71475999548736,0,0,1
2,22.105302374210787,27.586733114499374,0,0,0
1,8.18132332932343,131.11650940372152,0,0,1
3,25.675516585846424,64.41692251933489,0,0,0
2,7.1452474419176735,17.12049566976967,0,0,0
1,3.461422681696603,12.554819485305204,0,0,0
1,4.391913793852781,272.17217177510673,0,0,1
3,7.384150717504392,73.94819962402883,0,1,1
1,7.550001117752405,14.361540324335278,0,0,0
1,11.626315895804707,3.491359981591196,0,0,0
2,2.5424068412000382,59.68735416739271,0,0,1
0,10.754122038766003,18.049673971006026,0,0,0
3,15.077300974857835,12.508449324990703,0,0,0
3,11.288405624086973,66.38946558158466,0,0,0
1,6.5744825743851285,56.85642883343106,1,0,0
2,47.8917128644629,32.83234232579934,0,0,0
3,5.188799044597005,142.93429446193542,0,0,0
2,1.1271036483591987,56.91524076035979,0,0,0
3,17.231902937687106,111.94276397920429,0,0,0
2,2.385125756417788,10.570195464997763,1,0,0
0,12.492685861256856,17.59474149411318,0,0,0
1,1.9720328165844838,5.519777046043205,1,0,1
1,0.1702143706873939,18.161964816816223,0,0,0
1,1.7411365848797147,178.38325641497298,0,0,0
1,4.731906168212693,164.64798268222745,0,0,1
0,1.127412946400577,71.43637317033446,0,0,0
2,2.2024660680748465,36.80777220116404,2,0,0
1,14.465807203122482,75.88392846800673,0,0,1
3,14.69170045786867,40.314332724364164,0,1,0
2,17.00940599497584,0.17573369540243103,0,0,0
2,18.398278841709665,34.8123062609961,0,0,0
0,5.454790004287733,45.68014810965067,0,0,0
1,20.21547501497075,15.445173596674724,0,0,0
1,7.4641479107821525,11.36345023043446,0,0,0
3,6.360055432954047,15.997117195537294,0,0,0
1,12.67751894777872,48.85882987343025,0,0,0
2,2.4056748443178573,7.894958202443031,0,0,0
2,15.58257164310135,63.7069434241286,0,0,0
3,5.611822106259686,27.467480134753234,0,0,0
4,1.3615816987510354,21.79733892669053,0,0,0
0,1.270517605893077,82.3132105612304,1,0,1
2,1.8021187635154896,35.267390264402266,0,0,0
1,22.124951900997353,23.772969137295767,0,0,0
3,47.03645819052633,105.2501599688749,0,0,0
1,4.415698078317349,22.963205816663912,0,0,0
1,3.455143870134183,97.94986976482765,0,1,1
2,2.4688692321260888,35.07900171292756,0,0,0
2,17.36229083855293,11.660142432047751,0,0,0
0,2.3471964956513274,47.44304490551934,0,0,0
1,25.782085625906745,16.796266149184543,0,1,0
4,11.006655320441986,7.9588807295395085,1,0,0
3,22.742677568701858,4.525202813922062,0,0,0
0,8.07458422260312,13.833633994642103,1,0,0
1,11.733784936914752,66.69546512660742,0,0,0
0,9.661589912058725,91.00770718057684,0,1,1
2,17.790137796694985,98.92403909190477,0,0,0
1,18.07040498829344,15.74569400707172,0,0,0
2,8.910933682654903,54.08376654849921,0,0,0
4,10.010527750486522,13.091234397724596,0,0,0
0,25.494569533672077,48.74396465487883,0,0,0
2,26.573544817278616,109.11182003553694,0,0,0
2,10.913877999309902,2.087667373598473,0,0,0
1,0.0778449891622753,210.74319548160463,0,0,1
0,1.1027391639259476,87.74858878641997,0,0,0
3,19.51523597438215,71.70329663322526,0,0,0
3,0.8851882138137248,58.77945527774388,1,0,1
2,2.401869443909346,73.54337505073893,1,0,1
0,2.6207499059935846,261.0248351251041,0,0,1
1,9.168778286314964,73.52540213558308,0,0,0
2,8.595153863988568,21.66243496411237,0,0,0
5,3.4167025573361154,47.58577382340557,1,0,0
2,2.327033074817607,20.543209057382025,0,0,0
3,14.461803826629469,175.4370861009652,0,0,1
2,27.404105280643847,115.19916992122863,0,1,1
2,0.5425101140377744,41.922548691376704,0,0,0
5,1.429244700087201,75.99671758055004,0,0,1
4,10.276804665374513,120.22366164538545,0,0,0
2,16.318954644503265,13.95926453827653,0,0,0
0,15.663241561338626,43.313382703807214,0,1,1
3,12.71834719451942,32.861627019776115,1,0,1
2,21.841618578476897,73.83094754831335,1,0,0
3,2.4506825006496875,23.827854523706787,1,0,1
1,1.1349455913428665,61.71810238098395,1,0,1
1,9.55455168848528,25.791329473089725,0,0,0
5,17.275228834876955,5.887112960641059,0,0,0
3,8.723781066304971,5.665234449811611,0,0,0
4,32.96769462127408,6.338079380660506,0,0,0
2,15.875025678196312,1.6530198944178207,0,0,0
1,12.066156298791418,38.06842872812098,0,0,0
1,0.6214915487785091,55.72225066680048,0,0,0
0,1.1400021811417915,6.775433125354116,0,0,0
0,15.363623386221711,47.319201375124734,0,0,0
3,2.209433804374968,45.53284139013392,1,0,1
3,0.29259078524545856,7.95529985601621,0,0,0
4,24.16433593747698,25.882660603018792,1,0,1
2,22.146234266004313,70.35255696694671,0,0,1
4,2.465194348132908,0.8448997944173124,0,0,0
1,15.15065709087435,7.946731796703618,1,0,1
2,0.4916888014551303,273.97247344810546,0,0,1
0,3.3555386380721752,66.12747595856551,2,0,1
5,9.77280645458164,31.193210284982886,1,0,0
2,14.40450681250313,49.68578466260139,0,0,0
2,0.10453638167118876,93.61192905010472,0,0,0
3,3.9483473122250268,92.35449315690538,0,0,0
2,2.4123822707153515,19.6300184034028,0,0,0
6,67.09237056475273,33.79399828882262,0,0,0
2,11.116435247668775,50.81316395062496,0,0,0
2,5.2032300289818165,3.7306235511495207,0,0,0
2,0.7866730611779539,145.75058153183426,0,0,1
3,9.129718890979953,28.34703724793128,0,0,0
3,10.263887599993996,23.17025853239402,0,0,0
3,16.950280861923783,118.81177619553864,1,0,0
6,3.404878826332698,6.294413719255906,1,0,0
1,39.8610454224417,2.0026144049248744,1,1,0
2,5.788649131175635,57.759514914096755,0,0,0
1,3.5089703206586336,24.306891868721323,0,0,0
2,4.284001172160984,72.2970824105742,1,0,1
3,7.33107157072678,3.5503491112791408,0,0,0
3,27.598946658898512,24.205707281812806,0,0,0
2,13.286248700421229,13.415232466392576,0,0,0
1,8.60642352129307,67.27807285415042,0,0,0
4,1.7770469648997391,12.884815992427454,0,0,0
1,1.6175840805091621,30.61942121392267,0,0,0
2,6.975506894165253,85.42909816956374,0,0,1
2,13.04562144615057,123.48545723424711,0,1,1
2,13.90351270279124,64.11578284603652,2,0,1
0,2.5607279636286124,28.038308477668323,0,1,1
4,1.0547109160140202,42.42995405036929,0,0,0
1,4.852569547873593,58.50916554321777,0,0,0
0,25.031424345307922,103.94513497371605,2,0,1
2,7.882653346750239,109.71972243867032,0,0,0
2,3.8580920750489933,133.66033598813124,0,0,1
3,3.910263529512438,83.22404268989257,0,0,0
2,1.4166385186445236,7.937943659575457,0,0,0
0,6.409793672772379,68.84483952403872,1,0,1
2,15.671578382999837,84.25992458272145,0,0,0
2,34.59632694200031,105.13404588382762,0,0,0
3,6.96342279372168,129.39143678689126,0,0,1
2,1.829796723157018,35.58183449752811,0,1,0
2,11.486970498457687,53.2239789785932,1,0,0
0,14.138355322592822,0.4799348533356871,0,0,0
3,0.7440005264533993,42.523226346824146,0,0,1
3,18.980479461836765,32.046561799275004,0,1,0
4,17.67978823548387,163.912776705778,0,0,0
0,6.396842442229462,115.99129252153801,0,0,0
4,8.219412830055571,79.8764377976927,0,0,0
0,12.49695899751222,2.9341414684519354,0,0,0
2,11.29323461077415,25.710637871885066,1,0,0
1,0.16674223614943495,59.543323800987636,0,0,0
2,1.3060459855188402,1.5054759864897913,0,1,1
2,1.7744214743495101,13.447189572011409,0,0,0
0,14.092596116550844,109.24329857706378,0,0,0
2,5.799677258379506,6.950505373410168,0,0,0
4,7.88563144010178,2.63700672984586,0,0,0
1,14.8142927862368,43.44480994828826,0,0,0
2,4.170048390207819,146.37062249157228,0,0,1
3,13.81865094096742,89.97690419056875,0,0,0
0,5.839327949411769,183.99103983804494,0,0,1
2,4.734980279903872,70.02436098566504,2,0,1
1,4.050211027752326,28.756632947998046,1,0,0
0,33.50831758961872,146.51262189510555,0,0,0
1,14.782930371297834,27.811488214125156,0,0,0
3,0.2040266687292478,21.546424514719696,0,0,0
1,31.562646250921787,29.728110959850973,0,1,0
2,14.936106980461561,84.09342924352227,1,0,1
1,1.615484763683115,124.86529003618045,0,0,0
5,0.7940921090392088,22.133597100765954,0,0,0
1,3.6844984487378736,31.01783905062028,0,0,0
4,9.78649042987246,114.29983388756024,0,0,0
2,9.585374104350082,2.4093097175515,0,0,0
0,3.2275689855752026,76.5934579185913,1,0,0
1,5.900040831411479,30.276760369696675,1,0,0
3,2.3811780253665353,23.621797330610995,0,0,0
2,0.51902622270862,29.612747908935027,1,0,1
3,7.276774831550558,27.123613181775756,0,0,0
3,4.2616457284846625,70.65627967491021,0,0,0
1,7.82814661431598,131.5180283866908,0,0,0
0,29.282105030541118,33.81015974942927,0,0,0
1,1.5474955609573264,89.40843193394026,0,0,1
4,0.0196394559019897,65.82806817930818,0,0,0
2,0.7999410657689114,20.074709050999367,1,0,0
4,6.212141217194942,44.253390815779426,0,0,0
3,12.27350716671467,54.95297068303381,1,1,1
2,8.693203255963759,1.1889942720139008,0,0,0
3,6.829881732114238,25.205374653332008,0,0,0
2,4.3689870421575,245.57237650686852,0,0,1
2,3.7102624952837084,50.7029552502139,0,0,0
2,4.720636297585397,20.34160730082552,0,0,0
3,9.458095414887739,14.385706274988907,1,0,0
1,1.8362715575612594,11.753317442680297,0,0,0
2,14.756156754728803,25.67825270951033,0,0,1
3,8.562621466948832,10.738044869822541,0,0,0
2,3.135557649781677,7.26205172929078,0,0,0
0,6.954557689231767,22.632811220441056,1,0,1
1,32.908737700652075,46.69724425207045,1,1,1
2,0.20704393493225526,7.91458104008348,0,0,0
2,2.225470303947326,2.2678251745607705,0,0,0
1,5.948963104690906,1.762337529941628,0,0,0
0,10.17326506552909,15.556696671102408,0,1,1
5,2.3854690911630754,10.544218313957266,0,0,0
2,26.79520302411055,38.74556581681726,0,0,0
1,10.288213704941402,30.414590116310812,1,0,1
2,20.99088884517744,19.63484456674181,0,1,0
0,3.9946006987076963,89.65086324135795,0,0,0
2,17.65822368738743,35.154521864555925,0,0,0
1,4.75167687109179,4.7996702220820575,0,0,0
3,2.9135784979976536,17.532112725232356,0,0,0
4,24.26509514003954,181.22817200507103,0,0,0
2,0.9675154131366801,188.56377474427558,0,0,1
0,28.627549653929904,14.696520002641353,0,0,0
2,6.134402939466459,9.150257247049923,0,0,0
2,49.097235802900315,34.22802223783984,1,0,0
3,7.756479899842565,32.83737966819435,0,0,0
5,14.167047948757192,26.393306878477556,0,0,0
2,0.07096134451124848,37.682795875797005,1,0,1
3,6.8650294239794265,13.210998865582443,0,0,0
3,13.373269616789488,6.104389854881273,0,0,0
2,15.270610999428317,42.25219028948724,0,0,0
5,1.720329654562438,134.85402700878987,0,0,0
2,5.429545240389785,7.410459411063126,0,0,0
5,5.431283819852892,61.00760331663386,0,0,0
0,1.0941406296788745,28.803480784957486,0,0,0
1,5.852717438135414,17.40534415071432,0,0,0
1,16.455468573831254,95.90329753064559,0,0,0
2,3.5693317387576573,30.48551455486527,0,1,0
1,5.666458543618643,43.77087862130118,0,0,0
1,32.43134836194594,29.264554895662243,0,0,0
0,0.3222166267781903,4.2370386564768765,0,0,0
3,8.953166534834342,45.181644928837436,1,0,1
3,13.603774905421869,27.136542526256296,1,1,1
0,14.307999401782789,4.537642345683416,0,0,0
1,12.585628423886599,45.293725282683084,1,1,1
2,12.962761352854802,0.4959986336801032,0,0,0
5,0.6082559928866959,11.692557950026815,0,1,0
1,7.638628619527248,75.95005598504731,1,1,1
3,15.277154086725872,1.933269461362137,0,0,0
0,0.9878777357120909,52.019352761940915,0,0,1
2,0.12123111242536234,149.49441534927783,0,0,1
1,16.850337764868105,9.388365391179459,0,1,0
1,12.458175006777875,26.987999052015905,0,0,0
2,5.313794418899179,42.84189244566435,0,0,0
2,28.200398505640855,29.929667857309244,0,0,0
1,14.549933957160066,48.42892157617122,0,0,0
1,34.37683216132971,25.883912906831668,0,0,0
1,26.495255645587882,8.038031400336793,1,0,0
1,6.564172649059728,4.663053822909673,0,1,1
3,14.053099310927092,68.21552066839324,0,0,0
2,11.062152847555687,13.631394505730466,1,0,0
5,16.683666516889705,94.01324590393394,0,0,0
1,15.497002827070647,67.93926033974694,0,0,0
3,1.6632849437038686,2.5358932274983563,0,0,0
2,2.662279100940487,11.232929737139964,0,1,0
3,3.088806185509172,17.26504066255797,0,0,0
3,17.064916871104497,45.12953151850569,0,0,0
3,16.646425510556973,82.99105482203049,0,0,0
0,6.838611236332871,3.1114996670919024,0,0,0
3,8.694841032587714,14.358040541931944,0,0,0
2,17.540138028546565,23.597056239308504,0,0,0
1,3.748296051505324,10.12889621152699,0,0,0
2,0.5148149832455132,39.40500193626097,2,0,1
3,6.589321253713494,32.50462204196711,0,0,0
0,24.5012435472526,19.026112345372827,0,0,0
2,15.628800520974938,36.37522320883686,0,0,0
0,4.566804630727849,21.988975863336936,0,0,1
0,0.6696424534411942,21.01833442024734,0,0,0
2,10.131307210422488,15.421152717523888,0,0,0
1,17.987284716360175,38.874063704334546,0,0,0
0,10.934712259708226,29.359727512539592,1,0,0
1,5.5351509837803,10.928002588718961,0,0,0
2,1.3165157564988992,0.6525528322882002,3,0,1
3,24.16585538219603,8.180655254064005,0,0,0
4,3.229063271388861,2.188953613126886,0,0,0
2,2.539727196138161,28.246391537645426,0,0,0
2,16.92692712074954,12.750861511433984,2,0,1
2,39.749595423669305,27.275626991834027,0,0,0
0,10.792811217412016,19.982840949012047,2,0,1
2,9.803240180632018,38.61112230886954,0,0,0
3,3.8482587383736266,64.3436012621836,0,0,0
1,0.20624684791705508,32.630399362059244,0,0,0
6,2.1294308568635003,3.198564019205202,1,1,0
1,8.781052576568246,0.8832801701200981,0,0,1
3,1.6406890870227402,11.99104023436991,0,0,0
1,21.527506312028674,27.66643687781875,0,0,0
1,2.08433141708593,2.297224849114206,0,0,0
3,7.383630913152625,19.855044657256105,0,0,0
3,7.17467016466209,109.0297494824783,1,1,1
3,9.26203779499719,4.716579141198347,0,0,0
1,3.966551347175197,148.32470503792734,0,0,0
6,20.677833715222288,97.13090013423749,0,0,0
0,5.875294627365573,89.12447522526675,1,0,0
1,12.044848645283002,99.62962954867206,0,0,0
4,10.103565538713223,4.17181232881032,0,0,0
0,1.246068585778512,8.194705141278202,1,1,1
5,9.745539246763835,7.215025834251361,0,0,0
2,8.000704232645289,5.896504178134744,1,0,0
1,22.88722260185198,19.853364896437746,0,0,0
0,21.275956546459163,88.66167192482806,0,0,1
